,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
277,mogocha,90,RU,1581469949,95,53.73,119.77,1.78,1.19
278,dafeng,100,CN,1581469949,91,23.45,108.59,62.58,3.33
279,riyadh,0,SA,1581469949,40,24.69,46.72,37.4,4.7
280,port elizabeth,0,ZA,1581469848,88,-33.92,25.57,68.0,13.87
281,aquiraz,40,BR,1581469949,74,-3.9,-38.39,82.99,5.82
282,uporovo,99,RU,1581469949,93,56.31,66.27,7.5,8.86
283,yarmouth,90,US,1581469949,100,41.71,-70.23,43.0,4.7
284,kahului,40,US,1581469950,60,20.89,-156.47,75.2,11.41
285,lufilufi,75,WS,1581469950,70,-13.87,-171.6,91.4,16.11
286,riviere-au-renard,90,CA,1581469950,79,49.0,-64.4,26.6,4.7
287,ha giang,99,VN,1581469950,94,22.83,104.98,57.06,0.96
288,northfield,1,US,1581469726,79,44.46,-93.16,25.0,9.86
289,khlevnoye,90,RU,1581469950,92,52.2,39.09,26.6,13.42
290,qingdao,75,CN,1581469913,100,36.1,120.37,51.01,6.71
291,bairiki,75,KI,1581469951,70,1.33,172.98,87.8,8.05
292,cabo san lucas,90,MX,1581469951,63,22.89,-109.91,68.0,17.22
293,sao joao da barra,100,BR,1581469951,91,-21.64,-41.05,73.69,10.38
294,sipoo,75,FI,1581469951,92,60.38,25.27,34.0,12.75
295,sergeyevka,99,KZ,1581469951,93,53.88,67.42,5.4,10.98
296,mabaruma,0,GY,1581469951,98,8.2,-59.78,72.0,1.79
297,paamiut,100,GL,1581469951,84,61.99,-49.67,6.85,9.28
298,mount gambier,90,AU,1581469951,88,-37.83,140.77,64.4,18.34
299,bukama,91,CD,1581469951,96,-9.2,25.85,68.72,1.79
300,fengrun,10,CN,1581469952,29,39.83,118.12,48.0,2.33
301,kodiak,90,US,1581469824,89,57.79,-152.41,32.0,18.34
302,nabire,76,ID,1581469877,74,-3.37,135.48,83.37,0.51
303,benguela,16,AO,1581469952,77,-12.58,13.41,79.47,3.06
304,yumen,36,CN,1581469897,24,40.28,97.2,29.05,15.39
305,turukhansk,100,RU,1581469952,93,65.82,87.98,1.06,14.14
306,dawlatabad,89,AF,1581469952,92,36.41,64.91,45.41,1.72
307,aksha,100,RU,1581469952,79,50.28,113.29,13.3,8.99
308,darab,0,IR,1581469952,46,28.75,54.54,39.96,2.13
309,zamora,17,EC,1581469952,97,-4.07,-78.96,56.68,1.1
310,orlik,69,RU,1581469952,100,52.52,99.83,-14.08,0.45
311,tasiilaq,100,GL,1581469854,85,65.61,-37.64,23.0,10.29
312,havoysund,75,NO,1581469953,86,71.0,24.66,33.8,33.33
313,pierre,1,US,1581469953,44,44.37,-100.35,37.99,6.93
314,nitra,33,SK,1581469953,72,48.31,18.08,42.8,4.7
315,palanga,100,LT,1581469953,93,55.92,21.07,41.0,9.17
316,stepnyak,0,KZ,1581469953,81,52.83,70.78,2.43,12.62
317,marzuq,29,YE,1581469953,54,14.4,46.47,61.86,10.96
318,okakarara,81,NA,1581469953,54,-20.58,17.43,72.59,1.03
319,talnakh,40,RU,1581469953,84,69.49,88.4,1.4,38.03
320,anton lizardo,5,MX,1581469954,83,19.05,-95.98,78.8,6.93
321,hailar,20,CN,1581469954,91,49.2,119.7,10.15,9.86
322,mangai,96,CD,1581469954,94,-4.05,19.53,71.01,1.19
323,tazovskiy,100,RU,1581469949,93,67.47,78.7,7.05,14.12
324,bubaque,0,GW,1581469954,76,11.28,-15.83,79.0,16.13
325,beysehir,100,TR,1581469954,97,37.68,31.72,33.44,10.87
326,petrov val,39,RU,1581469954,86,50.14,45.21,14.99,10.33
327,shingu,75,JP,1581469954,61,33.73,135.98,50.0,2.24
328,oksfjord,93,NO,1581469954,74,70.24,22.35,34.0,20.8
329,nicolas de pierola,100,PE,1581469954,83,-11.95,-76.7,73.4,10.29
330,ola,0,RU,1581469955,53,59.58,151.28,-1.16,2.44
331,samarai,1,PG,1581469892,65,-10.62,150.67,86.76,6.22
332,guanare,0,VE,1581469955,39,9.04,-69.74,81.64,1.45
333,kyabram,0,AU,1581469955,31,-36.32,145.05,87.01,13.62
334,samfya,100,ZM,1581469955,95,-11.36,29.56,64.6,3.4
335,yuncheng,0,CN,1581469955,61,35.02,110.99,43.45,2.71
336,bengkulu,100,ID,1581469828,82,-3.8,102.27,74.88,3.67
337,grindavik,20,IS,1581469955,73,63.84,-22.43,24.8,8.05
338,roros,69,NO,1581469955,92,62.57,11.38,12.2,3.36
339,sitarganj,0,IN,1581469955,91,28.93,79.7,49.1,5.41
340,xining,0,CN,1581469956,21,36.62,101.77,20.41,6.42
341,misratah,0,LY,1581469956,62,32.38,15.09,62.47,12.39
342,nea fokaia,2,GR,1581469956,87,40.13,23.4,52.0,4.7
343,lakefield,1,US,1581469956,79,43.68,-95.17,27.0,6.93
344,medeiros neto,79,BR,1581469956,81,-17.37,-40.22,78.48,8.59
345,naliya,0,IN,1581469956,26,23.27,68.83,67.5,9.48
346,kununurra,100,AU,1581469956,74,-15.77,128.73,84.2,4.7
347,padang,100,ID,1581469956,96,-0.95,100.35,67.91,5.7
348,aklavik,40,CA,1581469956,75,68.22,-135.01,-14.8,5.82
349,poya,100,NC,1581469956,83,-21.35,165.15,82.0,11.65
350,haines junction,55,CA,1581469957,90,60.75,-137.51,3.49,3.11
351,sabang,45,ID,1581469957,80,5.89,95.32,82.67,19.93
352,xinyu,84,CN,1581469957,93,27.8,114.93,53.55,1.12
353,itaqui,0,BR,1581469957,31,-29.13,-56.55,76.51,9.8
354,airai,100,TL,1581469957,79,-8.93,125.41,73.69,1.72
355,hudson bay,100,CA,1581469710,87,52.85,-102.38,-0.85,9.86
356,godalming,34,GB,1581469957,73,51.18,-0.62,41.0,13.87
357,severo-yeniseyskiy,96,RU,1581469957,97,60.37,93.04,-4.34,3.42
358,kaspiyskiy,85,RU,1581469957,83,45.39,47.37,27.72,9.98
359,balabac,87,PH,1581469932,75,7.99,117.06,80.29,16.15
360,verkhoyansk,93,RU,1581469958,98,67.54,133.38,-21.48,1.57
361,freeport,90,US,1581469711,87,40.66,-73.58,48.99,10.65
362,galle,19,LK,1581469958,81,6.04,80.22,78.89,6.82
363,pochutla,20,MX,1581469958,48,15.74,-96.47,87.8,7.09
364,kurchum,0,KZ,1581469958,87,48.57,83.65,-5.13,8.97
365,saint-pierre,0,RE,1581469958,94,-21.34,55.48,77.0,23.04
366,vao,100,NC,1581469958,84,-22.67,167.48,79.81,30.06
367,tombouctou,79,ML,1581469958,47,20.0,-3.0,70.54,15.79
368,manacapuru,75,BR,1581469958,94,-3.3,-60.62,77.0,2.24
369,simbahan,20,PH,1581469958,82,6.3,120.58,79.83,23.44
370,buchanan,75,LR,1581469959,94,5.88,-10.05,77.0,1.68
371,pechenga,97,RU,1581469959,86,69.53,31.17,28.4,21.92
372,tevriz,97,RU,1581469959,94,57.51,72.4,3.61,6.67
373,yatou,100,CN,1581469959,98,37.15,122.38,44.71,11.59
374,carlyle,40,US,1581469959,86,38.61,-89.37,39.99,5.35
375,eucaliptus,100,BO,1581469959,78,-17.58,-67.52,48.97,12.68
376,severo-kurilsk,94,RU,1581469959,89,50.68,156.12,22.3,16.24
377,kavaratti,22,IN,1581469959,74,10.57,72.64,80.89,6.02
378,margate,0,GB,1581469959,62,51.38,1.39,41.0,19.46
379,beneditinos,20,BR,1581469959,88,-5.45,-42.37,78.8,3.36
380,la union,14,PE,1581469960,55,-5.4,-80.75,82.11,19.24
381,kudahuvadhoo,70,MV,1581469960,76,2.67,72.89,82.51,16.87
382,san vicente,16,AR,1581469960,87,-26.62,-54.13,68.88,3.74
383,jennings,90,US,1581469960,59,38.72,-90.26,39.99,5.82
384,esperance,90,AU,1581469915,77,-33.87,121.9,66.2,12.75
385,pustoshka,100,RU,1581469960,97,56.34,29.37,32.07,8.79
